date,time,home,away,competition,title,url
2025-06-06,20:30,جنوب أفريقيا,تنزانيا | يلاكورة,friendly matches nations,مباراة جنوب أفريقيا و تنزانيا | يلاكورة,https://www.yallakora.com/friendly-matches-nations/2438/match/103589/-%d8%ac%d9%86%d9%88%d8%a8-%d8%a3%d9%81%d8%b1%d9%8a%d9%82%d9%8a%d8%a7--%d8%aa%d9%86%d8%b2%d8%a7%d9%86%d9%8a%d8%a7-%d9%85%d8%a8%d8%a7%d8%b1%d9%8a%d8%a7%d8%aa-%d9%88%d8%af%d9%8a%d8%a9-%d9%85%d9%86%d8%aa%d8%ae%d8%a8%d8%a7%d8%aa
2025-06-06,21:00,الولايات المتحدة الأمريكية,النرويج | يلاكورة,friendly matches nations,مباراة الولايات المتحدة الأمريكية و النرويج | يلاكورة,https://www.yallakora.com/friendly-matches-nations/2438/match/103626/%d8%a7%d9%84%d9%88%d9%84%d8%a7%d9%8a%d8%a7%d8%aa-%d8%a7%d9%84%d9%85%d8%aa%d8%ad%d8%af%d8%a9-%d8%a7%d9%84%d8%a3%d9%85%d8%b1%d9%8a%d9%83%d9%8a%d8%a9-%d8%a7%d9%84%d9%86%d8%b1%d9%88%d9%8a%d8%ac-%d9%85%d8%a8%d8%a7%d8%b1%d9%8a%d8%a7%d8%aa-%d9%88%d8%af%d9%8a%d8%a9-%d9%85%d9%86%d8%aa%d8%ae%d8%a8%d8%a7%d8%aa
2025-06-06,21:45,إستونيا,الكيان الصهيوني | يلاكورة,world cup europe qualifiers 2018,مباراة إستونيا و الكيان الصهيوني | يلاكورة,https://www.yallakora.com/world-cup-europe-qualifiers-2018/2955/match/103558/%d8%a5%d8%b3%d8%aa%d9%88%d9%86%d9%8a%d8%a7-%d8%a7%d9%84%d9%83%d9%8a%d8%a7%d9%86-%d8%a7%d9%84%d8%b5%d9%87%d9%8a%d9%88%d9%86%d9%8a-%d8%aa%d8%b5%d9%81%d9%8a%d8%a7%d8%aa-%d9%83%d8%a3%d8%b3-%d8%a7%d9%84%d8%b9%d8%a7%d9%84%d9%85-%d8%a3%d9%88%d8%b1%d9%88%d8%a8%d8%a7
2025-06-06,21:45,التشيك,الجبل الأسود | يلاكورة,world cup europe qualifiers 2018,مباراة التشيك و الجبل الأسود | يلاكورة,https://www.yallakora.com/world-cup-europe-qualifiers-2018/2955/match/103560/%d8%a7%d9%84%d8%aa%d8%b4%d9%8a%d9%83-%d8%a7%d9%84%d8%ac%d8%a8%d9%84-%d8%a7%d9%84%d8%a3%d8%b3%d9%88%d8%af-%d8%aa%d8%b5%d9%81%d9%8a%d8%a7%d8%aa-%d9%83%d8%a3%d8%b3-%d8%a7%d9%84%d8%b9%d8%a7%d9%84%d9%85-%d8%a3%d9%88%d8%b1%d9%88%d8%a8%d8%a7
2025-06-06,21:45,النرويج,إيطاليا | يلاكورة,world cup europe qualifiers 2018,مباراة النرويج و إيطاليا | يلاكورة,https://www.yallakora.com/world-cup-europe-qualifiers-2018/2955/match/103573/%d8%a7%d9%84%d9%86%d8%b1%d9%88%d9%8a%d8%ac-%d8%a5%d9%8a%d8%b7%d8%a7%d9%84%d9%8a%d8%a7-%d8%aa%d8%b5%d9%81%d9%8a%d8%a7%d8%aa-%d9%83%d8%a3%d8%b3-%d8%a7%d9%84%d8%b9%d8%a7%d9%84%d9%85-%d8%a3%d9%88%d8%b1%d9%88%d8%a8%d8%a7
2025-06-06,21:45,جبل طارق,كرواتيا | يلاكورة,world cup europe qualifiers 2018,مباراة جبل طارق و كرواتيا | يلاكورة,https://www.yallakora.com/world-cup-europe-qualifiers-2018/2955/match/103574/%d8%ac%d8%a8%d9%84-%d8%b7%d8%a7%d8%b1%d9%82-%d9%83%d8%b1%d9%88%d8%a7%d8%aa%d9%8a%d8%a7-%d8%aa%d8%b5%d9%81%d9%8a%d8%a7%d8%aa-%d9%83%d8%a3%d8%b3-%d8%a7%d9%84%d8%b9%d8%a7%d9%84%d9%85-%d8%a3%d9%88%d8%b1%d9%88%d8%a8%d8%a7
2025-06-06,21:45,مقدونيا,بلجيكا | يلاكورة,world cup europe qualifiers 2018,مباراة مقدونيا و بلجيكا | يلاكورة,https://www.yallakora.com/world-cup-europe-qualifiers-2018/2955/match/103572/%d9%85%d9%82%d8%af%d9%88%d9%86%d9%8a%d8%a7-%d8%a8%d9%84%d8%ac%d9%8a%d9%83%d8%a7-%d8%aa%d8%b5%d9%81%d9%8a%d8%a7%d8%aa-%d9%83%d8%a3%d8%b3-%d8%a7%d9%84%d8%b9%d8%a7%d9%84%d9%85-%d8%a3%d9%88%d8%b1%d9%88%d8%a8%d8%a7
2025-06-06,21:45,ويلز,ليشتنشتاين | يلاكورة,world cup europe qualifiers 2018,مباراة ويلز و ليشتنشتاين | يلاكورة,https://www.yallakora.com/world-cup-europe-qualifiers-2018/2955/match/103559/%d9%88%d9%8a%d9%84%d8%b2-%d9%84%d9%8a%d8%b4%d8%aa%d9%86%d8%b4%d8%aa%d8%a7%d9%8a%d9%86-%d8%aa%d8%b5%d9%81%d9%8a%d8%a7%d8%aa-%d9%83%d8%a3%d8%b3-%d8%a7%d9%84%d8%b9%d8%a7%d9%84%d9%85-%d8%a3%d9%88%d8%b1%d9%88%d8%a8%d8%a7
2025-06-06,23:00,المغرب,تونس | يلاكورة,friendly matches nations,مباراة المغرب و تونس | يلاكورة,https://www.yallakora.com/friendly-matches-nations/2438/match/103590/%d8%a7%d9%84%d9%85%d8%ba%d8%b1%d8%a8--%d8%aa%d9%88%d9%86%d8%b3-%d9%85%d8%a8%d8%a7%d8%b1%d9%8a%d8%a7%d8%aa-%d9%88%d8%af%d9%8a%d8%a9-%d9%85%d9%86%d8%aa%d8%ae%d8%a8%d8%a7%d8%aa
2025-06-06,23:30,كولومبيا,بيرو | يلاكورة,world cup amrica qualifiers,مباراة كولومبيا و بيرو | يلاكورة,https://www.yallakora.com/world-cup-amrica-qualifiers/2859/match/103547/%d9%83%d9%88%d9%84%d9%88%d9%85%d8%a8%d9%8a%d8%a7-%d8%a8%d9%8a%d8%b1%d9%88-%d8%aa%d8%b5%d9%81%d9%8a%d8%a7%d8%aa-%d9%83%d8%a3%d8%b3-%d8%a7%d9%84%d8%b9%d8%a7%d9%84%d9%85-%d8%a3%d9%85%d8%b1%d9%8a%d9%83%d8%a7-%d8%a7%d9%84%d8%ac%d9%86%d9%88%d8%a8%d9%8a%d8%a9
2025-06-07,01:00,فنزويلا,بوليفيا | يلاكورة,world cup amrica qualifiers,مباراة فنزويلا و بوليفيا | يلاكورة,https://www.yallakora.com/world-cup-amrica-qualifiers/2859/match/103548/%d9%81%d9%86%d8%b2%d9%88%d9%8a%d9%84%d8%a7-%d8%a8%d9%88%d9%84%d9%8a%d9%81%d9%8a%d8%a7-%d8%aa%d8%b5%d9%81%d9%8a%d8%a7%d8%aa-%d9%83%d8%a3%d8%b3-%d8%a7%d9%84%d8%b9%d8%a7%d9%84%d9%85-%d8%a3%d9%85%d8%b1%d9%8a%d9%83%d8%a7-%d8%a7%d9%84%d8%ac%d9%86%d9%88%d8%a8%d9%8a%d8%a9
2025-06-07,16:00,البوسنة والهرسك,سان مارينو | يلاكورة,world cup europe qualifiers 2018,مباراة البوسنة والهرسك و سان مارينو | يلاكورة,https://www.yallakora.com/world-cup-europe-qualifiers-2018/2955/match/103561/%d8%a7%d9%84%d8%a8%d9%88%d8%b3%d9%86%d8%a9-%d9%88%d8%a7%d9%84%d9%87%d8%b1%d8%b3%d9%83-%d8%b3%d8%a7%d9%86-%d9%85%d8%a7%d8%b1%d9%8a%d9%86%d9%88-%d8%aa%d8%b5%d9%81%d9%8a%d8%a7%d8%aa-%d9%83%d8%a3%d8%b3-%d8%a7%d9%84%d8%b9%d8%a7%d9%84%d9%85-%d8%a3%d9%88%d8%b1%d9%88%d8%a8%d8%a7
2025-06-07,19:00,السعودية تحت 20,البرازيل | يلاكورة,friendly matches nations,مباراة السعودية تحت 20 و البرازيل | يلاكورة,https://www.yallakora.com/friendly-matches-nations/2438/match/103629/%d8%a7%d9%84%d8%b3%d8%b9%d9%88%d8%af%d9%8a%d8%a9-%d8%aa%d8%ad%d8%aa-20-%d8%a7%d9%84%d8%a8%d8%b1%d8%a7%d8%b2%d9%8a%d9%84-%d9%85%d8%a8%d8%a7%d8%b1%d9%8a%d8%a7%d8%aa-%d9%88%d8%af%d9%8a%d8%a9-%d9%85%d9%86%d8%aa%d8%ae%d8%a8%d8%a7%d8%aa
2025-06-07,19:00,اندورا,إنجلترا | يلاكورة,world cup europe qualifiers 2018,مباراة اندورا و إنجلترا | يلاكورة,https://www.yallakora.com/world-cup-europe-qualifiers-2018/2955/match/103562/%d8%a7%d9%86%d8%af%d9%88%d8%b1%d8%a7-%d8%a5%d9%86%d8%ac%d9%84%d8%aa%d8%b1%d8%a7-%d8%aa%d8%b5%d9%81%d9%8a%d8%a7%d8%aa-%d9%83%d8%a3%d8%b3-%d8%a7%d9%84%d8%b9%d8%a7%d9%84%d9%85-%d8%a3%d9%88%d8%b1%d9%88%d8%a8%d8%a7
2025-06-07,19:00,مالطة,ليتوانيا | يلاكورة,world cup europe qualifiers 2018,مباراة مالطة و ليتوانيا | يلاكورة,https://www.yallakora.com/world-cup-europe-qualifiers-2018/2955/match/103563/%d9%85%d8%a7%d9%84%d8%b7%d8%a9-%d9%84%d9%8a%d8%aa%d9%88%d8%a7%d9%86%d9%8a%d8%a7-%d8%aa%d8%b5%d9%81%d9%8a%d8%a7%d8%aa-%d9%83%d8%a3%d8%b3-%d8%a7%d9%84%d8%b9%d8%a7%d9%84%d9%85-%d8%a3%d9%88%d8%b1%d9%88%d8%a8%d8%a7
2025-06-07,21:45,ألبانيا,صربيا | يلاكورة,world cup europe qualifiers 2018,مباراة ألبانيا و صربيا | يلاكورة,https://www.yallakora.com/world-cup-europe-qualifiers-2018/2955/match/103576/%d8%a3%d9%84%d8%a8%d8%a7%d9%86%d9%8a%d8%a7-%d8%b5%d8%b1%d8%a8%d9%8a%d8%a7-%d8%aa%d8%b5%d9%81%d9%8a%d8%a7%d8%aa-%d9%83%d8%a3%d8%b3-%d8%a7%d9%84%d8%b9%d8%a7%d9%84%d9%85-%d8%a3%d9%88%d8%b1%d9%88%d8%a8%d8%a7
2025-06-07,21:45,النمسا,رومانيا | يلاكورة,world cup europe qualifiers 2018,مباراة النمسا و رومانيا | يلاكورة,https://www.yallakora.com/world-cup-europe-qualifiers-2018/2955/match/103575/%d8%a7%d9%84%d9%86%d9%85%d8%b3%d8%a7-%d8%b1%d9%88%d9%85%d8%a7%d9%86%d9%8a%d8%a7-%d8%aa%d8%b5%d9%81%d9%8a%d8%a7%d8%aa-%d9%83%d8%a3%d8%b3-%d8%a7%d9%84%d8%b9%d8%a7%d9%84%d9%85-%d8%a3%d9%88%d8%b1%d9%88%d8%a8%d8%a7
2025-06-07,21:45,فنلندا,هولندا | يلاكورة,world cup europe qualifiers 2018,مباراة فنلندا و هولندا | يلاكورة,https://www.yallakora.com/world-cup-europe-qualifiers-2018/2955/match/103577/%d9%81%d9%86%d9%84%d9%86%d8%af%d8%a7-%d9%87%d9%88%d9%84%d9%86%d8%af%d8%a7-%d8%aa%d8%b5%d9%81%d9%8a%d8%a7%d8%aa-%d9%83%d8%a3%d8%b3-%d8%a7%d9%84%d8%b9%d8%a7%d9%84%d9%85-%d8%a3%d9%88%d8%b1%d9%88%d8%a8%d8%a7
2025-06-08,13:00,بورتو,ريجا | يلاكورة,friendly matches club,مباراة بورتو و ريجا | يلاكورة,https://www.yallakora.com/friendly-matches-club/2541/match/103624/%d8%a8%d9%88%d8%b1%d8%aa%d9%88-%d8%b1%d9%8a%d8%ac%d8%a7-%d9%85%d8%a8%d8%a7%d8%b1%d9%8a%d8%a7%d8%aa-%d9%88%d8%af%d9%8a%d8%a9-%d8%a3%d9%86%d8%af%d9%8a%d8%a9
2025-06-08,19:00,كولومبيا,أيسلندا | يلاكورة,friendly matches nations,مباراة كولومبيا و أيسلندا | يلاكورة,https://www.yallakora.com/friendly-matches-nations/2438/match/103630/%d9%83%d9%88%d9%84%d9%88%d9%85%d8%a8%d9%8a%d8%a7-%d8%a3%d9%8a%d8%b3%d9%84%d9%86%d8%af%d8%a7-%d9%85%d8%a8%d8%a7%d8%b1%d9%8a%d8%a7%d8%aa-%d9%88%d8%af%d9%8a%d8%a9-%d9%85%d9%86%d8%aa%d8%ae%d8%a8%d8%a7%d8%aa
2025-06-08,20:00,إنبي,البنك الاهلي | يلاكورة,egyptian league cup,مباراة إنبي و البنك الاهلي | يلاكورة,https://www.yallakora.com/egyptian-league-cup/2950/match/103557/%d8%a5%d9%86%d8%a8%d9%8a-%d8%a7%d9%84%d8%a8%d9%86%d9%83-%d8%a7%d9%84%d8%a7%d9%87%d9%84%d9%8a-%d9%83%d8%a3%d8%b3-%d8%b1%d8%a7%d8%a8%d8%b7%d8%a9-%d8%a7%d9%84%d8%a3%d9%86%d8%af%d9%8a%d8%a9-
2025-06-08,20:00,سيراميكا كليوباترا,الإسماعيلي | يلاكورة,egyptian league cup,مباراة سيراميكا كليوباترا و الإسماعيلي | يلاكورة,https://www.yallakora.com/egyptian-league-cup/2950/match/103556/%d8%b3%d9%8a%d8%b1%d8%a7%d9%85%d9%8a%d9%83%d8%a7-%d9%83%d9%84%d9%8a%d9%88%d8%a8%d8%a7%d8%aa%d8%b1%d8%a7-%d8%a7%d9%84%d8%a5%d8%b3%d9%85%d8%a7%d8%b9%d9%8a%d9%84%d9%8a-%d9%83%d8%a3%d8%b3-%d8%b1%d8%a7%d8%a8%d8%b7%d8%a9-%d8%a7%d9%84%d8%a3%d9%86%d8%af%d9%8a%d8%a9-
2025-06-09,00:01,الأهلي,باتشوكا | يلاكورة,friendly matches club,مباراة الأهلي و باتشوكا | يلاكورة,https://www.yallakora.com/friendly-matches-club/2541/match/103570/%d8%a7%d9%84%d8%a3%d9%87%d9%84%d9%8a-%d8%a8%d8%a7%d8%aa%d8%b4%d9%88%d9%83%d8%a7-%d9%85%d8%a8%d8%a7%d8%b1%d9%8a%d8%a7%d8%aa-%d9%88%d8%af%d9%8a%d8%a9-%d8%a3%d9%86%d8%af%d9%8a%d8%a9
2025-06-09,17:00,كازاخستان,مقدونيا | يلاكورة,world cup europe qualifiers 2018,مباراة كازاخستان و مقدونيا | يلاكورة,https://www.yallakora.com/world-cup-europe-qualifiers-2018/2955/match/103564/%d9%83%d8%a7%d8%b2%d8%a7%d8%ae%d8%b3%d8%aa%d8%a7%d9%86-%d9%85%d9%82%d8%af%d9%88%d9%86%d9%8a%d8%a7-%d8%aa%d8%b5%d9%81%d9%8a%d8%a7%d8%aa-%d9%83%d8%a3%d8%b3-%d8%a7%d9%84%d8%b9%d8%a7%d9%84%d9%85-%d8%a3%d9%88%d8%b1%d9%88%d8%a8%d8%a7
2025-06-09,19:00,النرويج,السعودية تحت 20 | يلاكورة,friendly matches nations,مباراة النرويج و السعودية تحت 20 | يلاكورة,https://www.yallakora.com/friendly-matches-nations/2438/match/103631/%d8%a7%d9%84%d9%86%d8%b1%d9%88%d9%8a%d8%ac-%d8%a7%d9%84%d8%b3%d8%b9%d9%88%d8%af%d9%8a%d8%a9-%d8%aa%d8%ad%d8%aa-20-%d9%85%d8%a8%d8%a7%d8%b1%d9%8a%d8%a7%d8%aa-%d9%88%d8%af%d9%8a%d8%a9-%d9%85%d9%86%d8%aa%d8%ae%d8%a8%d8%a7%d8%aa
2025-06-09,21:45,إستونيا,النرويج | يلاكورة,world cup europe qualifiers 2018,مباراة إستونيا و النرويج | يلاكورة,https://www.yallakora.com/world-cup-europe-qualifiers-2018/2955/match/103566/%d8%a5%d8%b3%d8%aa%d9%88%d9%86%d9%8a%d8%a7-%d8%a7%d9%84%d9%86%d8%b1%d9%88%d9%8a%d8%ac-%d8%aa%d8%b5%d9%81%d9%8a%d8%a7%d8%aa-%d9%83%d8%a3%d8%b3-%d8%a7%d9%84%d8%b9%d8%a7%d9%84%d9%85-%d8%a3%d9%88%d8%b1%d9%88%d8%a8%d8%a7
2025-06-09,21:45,إيطاليا,مولدوفا | يلاكورة,world cup europe qualifiers 2018,مباراة إيطاليا و مولدوفا | يلاكورة,https://www.yallakora.com/world-cup-europe-qualifiers-2018/2955/match/103579/%d8%a5%d9%8a%d8%b7%d8%a7%d9%84%d9%8a%d8%a7-%d9%85%d9%88%d9%84%d8%af%d9%88%d9%81%d8%a7-%d8%aa%d8%b5%d9%81%d9%8a%d8%a7%d8%aa-%d9%83%d8%a3%d8%b3-%d8%a7%d9%84%d8%b9%d8%a7%d9%84%d9%85-%d8%a3%d9%88%d8%b1%d9%88%d8%a8%d8%a7
2025-06-09,21:45,بلجيكا,ويلز | يلاكورة,world cup europe qualifiers 2018,مباراة بلجيكا و ويلز | يلاكورة,https://www.yallakora.com/world-cup-europe-qualifiers-2018/2955/match/103580/%d8%a8%d9%84%d8%ac%d9%8a%d9%83%d8%a7-%d9%88%d9%8a%d9%84%d8%b2-%d8%aa%d8%b5%d9%81%d9%8a%d8%a7%d8%aa-%d9%83%d8%a3%d8%b3-%d8%a7%d9%84%d8%b9%d8%a7%d9%84%d9%85-%d8%a3%d9%88%d8%b1%d9%88%d8%a8%d8%a7
2025-06-09,21:45,جزر فاروه,جبل طارق | يلاكورة,world cup europe qualifiers 2018,مباراة جزر فاروه و جبل طارق | يلاكورة,https://www.yallakora.com/world-cup-europe-qualifiers-2018/2955/match/103565/%d8%ac%d8%b2%d8%b1-%d9%81%d8%a7%d8%b1%d9%88%d9%87-%d8%ac%d8%a8%d9%84-%d8%b7%d8%a7%d8%b1%d9%82-%d8%aa%d8%b5%d9%81%d9%8a%d8%a7%d8%aa-%d9%83%d8%a3%d8%b3-%d8%a7%d9%84%d8%b9%d8%a7%d9%84%d9%85-%d8%a3%d9%88%d8%b1%d9%88%d8%a8%d8%a7
2025-06-09,21:45,كرواتيا,التشيك | يلاكورة,world cup europe qualifiers 2018,مباراة كرواتيا و التشيك | يلاكورة,https://www.yallakora.com/world-cup-europe-qualifiers-2018/2955/match/103578/%d9%83%d8%b1%d9%88%d8%a7%d8%aa%d9%8a%d8%a7-%d8%a7%d9%84%d8%aa%d8%b4%d9%8a%d9%83-%d8%aa%d8%b5%d9%81%d9%8a%d8%a7%d8%aa-%d9%83%d8%a3%d8%b3-%d8%a7%d9%84%d8%b9%d8%a7%d9%84%d9%85-%d8%a3%d9%88%d8%b1%d9%88%d8%a8%d8%a7
2025-06-10,11:00,كوريا الجنوبية,البرازيل | يلاكورة,friendly matches nations,مباراة كوريا الجنوبية و البرازيل | يلاكورة,https://www.yallakora.com/friendly-matches-nations/2438/match/103632/%d9%83%d9%88%d8%b1%d9%8a%d8%a7-%d8%a7%d9%84%d8%ac%d9%86%d9%88%d8%a8%d9%8a%d8%a9-%d8%a7%d9%84%d8%a8%d8%b1%d8%a7%d8%b2%d9%8a%d9%84-%d9%85%d8%a8%d8%a7%d8%b1%d9%8a%d8%a7%d8%aa-%d9%88%d8%af%d9%8a%d8%a9-%d9%85%d9%86%d8%aa%d8%ae%d8%a8%d8%a7%d8%aa
2025-06-10,13:35,اليــــابان,اندونيسيا | يلاكورة,world cup asia qualifiers 2018,مباراة اليــــابان و اندونيسيا | يلاكورة,https://www.yallakora.com/world-cup-asia-qualifiers-2018/2896/match/102774/%d8%a7%d9%84%d9%8a%d9%80%d9%80%d9%80%d9%80%d8%a7%d8%a8%d8%a7%d9%86-%d8%a7%d9%86%d8%af%d9%88%d9%86%d9%8a%d8%b3%d9%8a%d8%a7-%d8%aa%d8%b5%d9%81%d9%8a%d8%a7%d8%aa-%d9%83%d8%a3%d8%b3-%d8%a7%d9%84%d8%b9%d8%a7%d9%84%d9%85-%d8%a2%d8%b3%d9%8a%d8%a7
2025-06-10,14:00,الصين,البـــحرين | يلاكورة,world cup asia qualifiers 2018,مباراة الصين و البـــحرين | يلاكورة,https://www.yallakora.com/world-cup-asia-qualifiers-2018/2896/match/102776/%d8%a7%d9%84%d8%b5%d9%8a%d9%86-%d8%a7%d9%84%d8%a8%d9%80%d9%80%d9%80%d8%ad%d8%b1%d9%8a%d9%86-%d8%aa%d8%b5%d9%81%d9%8a%d8%a7%d8%aa-%d9%83%d8%a3%d8%b3-%d8%a7%d9%84%d8%b9%d8%a7%d9%84%d9%85-%d8%a2%d8%b3%d9%8a%d8%a7
2025-06-10,14:00,كوريا الجنوبية,الكويت | يلاكورة,world cup asia qualifiers 2018,مباراة كوريا الجنوبية و الكويت | يلاكورة,https://www.yallakora.com/world-cup-asia-qualifiers-2018/2896/match/102775/%d9%83%d9%88%d8%b1%d9%8a%d8%a7-%d8%a7%d9%84%d8%ac%d9%86%d9%88%d8%a8%d9%8a%d8%a9-%d8%a7%d9%84%d9%83%d9%88%d9%8a%d8%aa-%d8%aa%d8%b5%d9%81%d9%8a%d8%a7%d8%aa-%d9%83%d8%a3%d8%b3-%d8%a7%d9%84%d8%b9%d8%a7%d9%84%d9%85-%d8%a2%d8%b3%d9%8a%d8%a7
2025-06-10,16:45,أوزبكستان,قطر | يلاكورة,world cup asia qualifiers 2018,مباراة أوزبكستان و قطر | يلاكورة,https://www.yallakora.com/world-cup-asia-qualifiers-2018/2896/match/102777/%d8%a3%d9%88%d8%b2%d8%a8%d9%83%d8%b3%d8%aa%d8%a7%d9%86-%d9%82%d8%b7%d8%b1-%d8%aa%d8%b5%d9%81%d9%8a%d8%a7%d8%aa-%d9%83%d8%a3%d8%b3-%d8%a7%d9%84%d8%b9%d8%a7%d9%84%d9%85-%d8%a2%d8%b3%d9%8a%d8%a7
2025-06-10,16:45,قيرجيزستان,الإمارات | يلاكورة,world cup asia qualifiers 2018,مباراة قيرجيزستان و الإمارات | يلاكورة,https://www.yallakora.com/world-cup-asia-qualifiers-2018/2896/match/102779/%d9%82%d9%8a%d8%b1%d8%ac%d9%8a%d8%b2%d8%b3%d8%aa%d8%a7%d9%86-%d8%a7%d9%84%d8%a5%d9%85%d8%a7%d8%b1%d8%a7%d8%aa-%d8%aa%d8%b5%d9%81%d9%8a%d8%a7%d8%aa-%d9%83%d8%a3%d8%b3-%d8%a7%d9%84%d8%b9%d8%a7%d9%84%d9%85-%d8%a2%d8%b3%d9%8a%d8%a7
2025-06-10,18:00,كولومبيا,الولايات المتحدة الأمريكية | يلاكورة,friendly matches nations,مباراة كولومبيا و الولايات المتحدة الأمريكية | يلاكورة,https://www.yallakora.com/friendly-matches-nations/2438/match/103633/%d9%83%d9%88%d9%84%d9%88%d9%85%d8%a8%d9%8a%d8%a7-%d8%a7%d9%84%d9%88%d9%84%d8%a7%d9%8a%d8%a7%d8%aa-%d8%a7%d9%84%d9%85%d8%aa%d8%ad%d8%af%d8%a9-%d8%a7%d9%84%d8%a3%d9%85%d8%b1%d9%8a%d9%83%d9%8a%d8%a9-%d9%85%d8%a8%d8%a7%d8%b1%d9%8a%d8%a7%d8%aa-%d9%88%d8%af%d9%8a%d8%a9-%d9%85%d9%86%d8%aa%d8%ae%d8%a8%d8%a7%d8%aa
2025-06-10,19:00,إيران,كوريا الشمالية | يلاكورة,world cup asia qualifiers 2018,مباراة إيران و كوريا الشمالية | يلاكورة,https://www.yallakora.com/world-cup-asia-qualifiers-2018/2896/match/102780/%d8%a5%d9%8a%d8%b1%d8%a7%d9%86-%d9%83%d9%88%d8%b1%d9%8a%d8%a7-%d8%a7%d9%84%d8%b4%d9%85%d8%a7%d9%84%d9%8a%d8%a9-%d8%aa%d8%b5%d9%81%d9%8a%d8%a7%d8%aa-%d9%83%d8%a3%d8%b3-%d8%a7%d9%84%d8%b9%d8%a7%d9%84%d9%85-%d8%a2%d8%b3%d9%8a%d8%a7
2025-06-10,20:00,السويد,الجزائر | يلاكورة,friendly matches nations,مباراة السويد و الجزائر | يلاكورة,https://www.yallakora.com/friendly-matches-nations/2438/match/103621/%d8%a7%d9%84%d8%b3%d9%88%d9%8a%d8%af-%d8%a7%d9%84%d8%ac%d8%b2%d8%a7%d8%a6%d8%b1-%d9%85%d8%a8%d8%a7%d8%b1%d9%8a%d8%a7%d8%aa-%d9%88%d8%af%d9%8a%d8%a9-%d9%85%d9%86%d8%aa%d8%ae%d8%a8%d8%a7%d8%aa
2025-06-10,21:15,الأردن,العراق | يلاكورة,world cup asia qualifiers 2018,مباراة الأردن و العراق | يلاكورة,https://www.yallakora.com/world-cup-asia-qualifiers-2018/2896/match/102781/%d8%a7%d9%84%d8%a3%d8%b1%d8%af%d9%86-%d8%a7%d9%84%d8%b9%d8%b1%d8%a7%d9%82-%d8%aa%d8%b5%d9%81%d9%8a%d8%a7%d8%aa-%d9%83%d8%a3%d8%b3-%d8%a7%d9%84%d8%b9%d8%a7%d9%84%d9%85-%d8%a2%d8%b3%d9%8a%d8%a7
2025-06-10,21:15,السعودية,أستراليا | يلاكورة,world cup asia qualifiers 2018,مباراة السعودية و أستراليا | يلاكورة,https://www.yallakora.com/world-cup-asia-qualifiers-2018/2896/match/102782/%d8%a7%d9%84%d8%b3%d8%b9%d9%88%d8%af%d9%8a%d8%a9-%d8%a3%d8%b3%d8%aa%d8%b1%d8%a7%d9%84%d9%8a%d8%a7-%d8%aa%d8%b5%d9%81%d9%8a%d8%a7%d8%aa-%d9%83%d8%a3%d8%b3-%d8%a7%d9%84%d8%b9%d8%a7%d9%84%d9%85-%d8%a2%d8%b3%d9%8a%d8%a7
2025-06-10,21:15,فلسطين,عمان | يلاكورة,world cup asia qualifiers 2018,مباراة فلسطين و عمان | يلاكورة,https://www.yallakora.com/world-cup-asia-qualifiers-2018/2896/match/102778/%d9%81%d9%84%d8%b3%d8%b7%d9%8a%d9%86-%d8%b9%d9%85%d8%a7%d9%86-%d8%aa%d8%b5%d9%81%d9%8a%d8%a7%d8%aa-%d9%83%d8%a3%d8%b3-%d8%a7%d9%84%d8%b9%d8%a7%d9%84%d9%85-%d8%a2%d8%b3%d9%8a%d8%a7
2025-06-10,21:45,إنجلترا,السنغال | يلاكورة,friendly matches nations,مباراة إنجلترا و السنغال | يلاكورة,https://www.yallakora.com/friendly-matches-nations/2438/match/103622/%d8%a5%d9%86%d8%ac%d9%84%d8%aa%d8%b1%d8%a7--%d8%a7%d9%84%d8%b3%d9%86%d8%ba%d8%a7%d9%84--%d9%85%d8%a8%d8%a7%d8%b1%d9%8a%d8%a7%d8%aa-%d9%88%d8%af%d9%8a%d8%a9-%d9%85%d9%86%d8%aa%d8%ae%d8%a8%d8%a7%d8%aa
2025-06-10,21:45,رومانيا,قبرص | يلاكورة,world cup europe qualifiers 2018,مباراة رومانيا و قبرص | يلاكورة,https://www.yallakora.com/world-cup-europe-qualifiers-2018/2955/match/103568/%d8%b1%d9%88%d9%85%d8%a7%d9%86%d9%8a%d8%a7-%d9%82%d8%a8%d8%b1%d8%b5-%d8%aa%d8%b5%d9%81%d9%8a%d8%a7%d8%aa-%d9%83%d8%a3%d8%b3-%d8%a7%d9%84%d8%b9%d8%a7%d9%84%d9%85-%d8%a3%d9%88%d8%b1%d9%88%d8%a8%d8%a7
2025-06-10,21:45,سان مارينو,النمسا | يلاكورة,world cup europe qualifiers 2018,مباراة سان مارينو و النمسا | يلاكورة,https://www.yallakora.com/world-cup-europe-qualifiers-2018/2955/match/103582/%d8%b3%d8%a7%d9%86-%d9%85%d8%a7%d8%b1%d9%8a%d9%86%d9%88-%d8%a7%d9%84%d9%86%d9%85%d8%b3%d8%a7-%d8%aa%d8%b5%d9%81%d9%8a%d8%a7%d8%aa-%d9%83%d8%a3%d8%b3-%d8%a7%d9%84%d8%b9%d8%a7%d9%84%d9%85-%d8%a3%d9%88%d8%b1%d9%88%d8%a8%d8%a7
